Knut Lindenmayer;Mendelssohnstraße 57, 60325 Frankfurt am Main, Germany;+49 69 748816;False;False;24.09.15 17:21;24.09.15 17:21;8.65771;50.11606;https://plus.google.com/110309901584732506840/about?hl=en-US;http://www.friseur-im-westend.de/
Cut Club;Berger Str. 118, 60316 Frankfurt am Main, Germany;+49 69 90434872;False;False;24.09.15 17:21;24.09.15 17:21;8.70064;50.12241;https://plus.google.com/117289581490043398176/about?hl=en-US;http://www.cutclub-ffm.de/
Stylingteam ER-SIE-ES;Habsburgerallee 1A, 60385 Frankfurt am Main, Germany;+49 69 433694;False;False;24.09.15 17:21;24.09.15 17:21;8.70212;50.12293;https://plus.google.com/112574755816150530717/about?hl=en-US;http://www.stylingteam-er-sie-es.de/
kpOchs Color Circle;Zeil 25a, 60313 Frankfurt am Main, Germany;+49 69 28681;False;False;24.09.15 17:21;24.09.15 17:21;8.681549;50.114377;https://plus.google.com/104125977034625891395/about?hl=en-US;http://www.kp-ochs.de/
Friseurstudio Haarmony;Ludwig-Landmann-Straße 11, 60488 Frankfurt am Main, Germany;+49 69 766440;False;False;24.09.15 17:21;24.09.15 17:21;8.60787;50.14453;https://plus.google.com/109244979652632382565/about?hl=en-US;http://www.haarmony-ffm.de/
HairExpress;Riedbergpl. 2, 60438 Frankfurt am Main, Germany;+49 69 25616430;False;False;24.09.15 17:21;24.09.15 17:21;8.628766;50.177326;https://plus.google.com/112986034544835727657/about?hl=en-US;http://www.hairxpress.de/
MEKKI;Grüneburgweg 49, 60323 Frankfurt am Main, Germany;+49 69 724516;False;False;24.09.15 17:21;24.09.15 17:21;8.670033;50.121614;https://plus.google.com/100886852942115803082/about?hl=en-US;http://www.friseur-mekki.de/
Barbara Ochs Friseure;Leipziger Str. 5, 60487 Frankfurt am Main, Germany;+49 69 778175;False;False;24.09.15 17:21;24.09.15 17:21;8.648988;50.120552;https://plus.google.com/116508977438889114280/about?hl=en-US;http://www.ochs-friseure.de/
ROMEO & JULIA Hair & Nails;Schweizer Str. 12, 60594 Frankfurt am Main, Germany;+49 69 617688;False;False;24.09.15 17:21;24.09.15 17:21;8.678175;50.104572;https://plus.google.com/110923973781007643637/about?hl=en-US;http://www.romeoundjulia-sachsenhausen.de/
M2 HairCulture;Hanauer Landstraße 192, 60314 Frankfurt am Main, Germany;+49 69 42094909;False;False;24.09.15 17:21;24.09.15 17:21;8.722692;50.114819;https://plus.google.com/103993639600405135243/about?hl=en-US;http://www.m2-hairculture.de/
A. Edretsikis Friseursalon;Adalbertstraße 2, 60486 Frankfurt am Main, Germany;+49 69 777144;False;False;24.09.15 17:21;24.09.15 17:21;8.649383;50.120256;https://plus.google.com/114052493103637791611/about?hl=en-US;None
Freunde;Friedberger Landstraße 90, 60316 Frankfurt am Main, Germany;+49 69 94943746;False;False;24.09.15 17:21;24.09.15 17:21;8.691969;50.125022;https://plus.google.com/115189543826243161734/about?hl=en-US;http://www.friseursalon-freunde.de/
Haarwerk OHG;Hochstraße 33, 60313 Frankfurt am Main, Germany;+49 69 622728;False;False;24.09.15 17:21;24.09.15 17:21;8.675503;50.115929;https://plus.google.com/118234135226840279438/about?hl=en-US;http://www.haarwerk.de/
Salon Kaiser GmbH;Kaiserstraße 59, 60329 Frankfurt am Main, Germany;+49 69 24248004;False;False;24.09.15 17:21;24.09.15 17:21;8.668558;50.108222;https://plus.google.com/114446153178838483827/about?hl=en-US;http://salon-kaiser-friseur.de.tl/
Istanbul Friseursalon;Berger Str. 221, 60385 Frankfurt am Main, Germany;+49 69 46992959;False;False;24.09.15 17:21;24.09.15 17:21;8.709232;50.127351;https://plus.google.com/110473286503851198864/about?hl=en-US;None
Theatrum der Friseur;Sandweg 6, 60316 Frankfurt am Main, Germany;+49 69 90434643;False;False;24.09.15 17:21;24.09.15 17:21;8.69588;50.116364;https://plus.google.com/107282393018799640582/about?hl=en-US;http://www.theatrum-friseure-frankfurt.de/
Aslan Haarstudio;Bruchfeldstraße 77, 60528 Frankfurt am Main, Germany;None;False;False;24.09.15 17:21;24.09.15 17:21;8.642439;50.086354;https://plus.google.com/117983350076318029620/about?hl=en-US;http://www.haarstudio-aslan.com/
friseur salon elite;Hanauer Landstraße 43, 60314 Frankfurt am Main, Germany;+49 69 48005935;False;False;24.09.15 17:21;24.09.15 17:21;8.699699;50.113142;https://plus.google.com/113516012913217611847/about?hl=en-US;None
Muscat HairArtist ihr Friseur in Frankfurt;Große Bockenheimer Str. 37, 60313 Frankfurt am Main, Germany;+49 69 90029484;False;False;24.09.15 17:21;24.09.15 17:21;8.67387;50.11453;https://plus.google.com/112992316536276210590/about?hl=en-US;http://www.muscat-hairartist.de/
